,Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
1818,161740,192.168.50.6-4.2.2.4-58793-53-17,192.168.50.6,58793,4.2.2.4,53,17,2018-11-03 09:38:30.416694,20660,2,2,100.0,132.0,50.0,50.0,50.0,0.0,66.0,66.0,66.0,0.0,11229.428848015488,193.61084220716359,6886.666666666666,11922.860409034962,20654.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,96.80542110358179,96.80542110358179,50.0,66.0,56.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,70.5,50.0,66.0,64,0,0,0,0,0,0,2,100,2,132,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1819,138638,192.168.50.6-4.2.2.4-49630-53-17,192.168.50.6,49630,4.2.2.4,53,17,2018-11-03 09:38:31.022087,20860,2,2,84.0,204.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,13806.327900287632,191.75455417066155,6953.333333333334,12038.330462872886,20854.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,95.87727708533077,95.87727708533077,42.0,102.0,66.0,32.863353450309965,1080.0,0,0,0,0,0,0,0,0,1.0,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1820,170720,192.168.50.6-8.8.8.8-49630-53-17,192.168.50.6,49630,8.8.8.8,53,17,2018-11-03 09:38:31.040049,45637,2,2,84.0,204.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,6310.668974735413,87.6481802046585,15212.333333333332,26345.0701523707,45633.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,43.82409010232925,43.82409010232925,42.0,102.0,66.0,32.863353450309965,1080.0,0,0,0,0,0,0,0,0,1.0,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1821,119293,192.168.50.6-4.2.2.4-64237-53-17,192.168.50.6,64237,4.2.2.4,53,17,2018-11-03 09:38:31.043698,20849,2,2,102.0,134.0,51.0,51.0,51.0,0.0,67.0,67.0,67.0,0.0,11319.487745215598,191.85572449517963,6949.666666666666,12031.9796099118,20843.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,95.9278622475898,95.9278622475898,51.0,67.0,57.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,71.75,51.0,67.0,40,0,0,0,0,0,0,2,102,2,134,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1822,25540,192.168.50.6-4.2.2.4-61409-53-17,192.168.50.6,61409,4.2.2.4,53,17,2018-11-03 09:38:31.065019,20984,2,2,102.0,158.0,51.0,51.0,51.0,0.0,79.0,79.0,79.0,0.0,12390.392680137249,190.62142584826532,6994.666666666666,12111.653947059973,20980.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,95.31071292413269,95.31071292413269,51.0,79.0,62.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,77.75,51.0,79.0,40,0,0,0,0,0,0,2,102,2,158,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1823,766,172.217.6.228-192.168.50.6-443-54967-6,192.168.50.6,54967,172.217.6.228,443,6,2018-11-03 09:38:31.073232,118239911,24,26,4638.0,1076.0,924.0,6.0,193.25,339.08498998744045,74.0,6.0,41.384615384615394,23.777429504598555,48.325476158384454,0.4228690598388559,2413059.4081632653,11779330.029673748,58972804.0,0.0,118239911.0,5140865.695652174,16986573.577648655,58974661.0,1.0,118159112.0,4726364.48,16328834.912566165,59034960.0,0.0,1,0,0,0,480,520,0.2029771487226508,0.21989191111620507,6.0,924.0,129.98039215686276,267.39674569418963,71501.01960784312,0,0,1,0,0,1,0,0,1.0,132.58,193.25,41.384615384615394,480,0,0,0,0,0,0,24,4638,26,1076,254,298,23,20,159139.5,137149.72417216154,256119.0,62160.0,58929724.5,60923.61316025175,58972804.0,58886645.0,0,0,BENIGN
1824,181093,192.168.50.6-4.2.2.4-53455-53-17,192.168.50.6,53455,4.2.2.4,53,17,2018-11-03 09:38:31.096139,20735,2,2,86.0,198.0,43.0,43.0,43.0,0.0,99.0,99.0,99.0,0.0,13696.648179406799,192.91053773812396,6911.666666666666,11967.893730031752,20731.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,96.45526886906195,96.45526886906195,43.0,99.0,65.4,30.672463220289305,940.8,0,0,0,0,0,0,0,0,1.0,81.75,43.0,99.0,40,0,0,0,0,0,0,2,86,2,198,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1825,792,172.217.10.34-192.168.50.6-443-54988-6,192.168.50.6,54988,172.217.10.34,443,6,2018-11-03 09:38:31.117401,118195747,24,22,1894.0,6050.0,517.0,0.0,78.91666666666666,143.97732812666288,1430.0,0.0,275.0,488.0536660577205,67.21054015589918,0.38918490019780494,2626572.155555556,12278597.276447276,58972793.0,1.0,118195747.0,5138945.52173913,16984290.521381434,58972793.0,1.0,118133589.0,5625409.0,17736527.035728894,59035055.0,1.0,0,0,0,0,504,464,0.2030529914075504,0.1861319087902545,0.0,1430.0,169.0212765957447,359.6319065838256,129335.10823311744,0,0,0,0,1,0,0,0,0.0,172.69565217391303,78.91666666666667,275.0,504,0,0,0,0,0,0,24,1894,22,6050,8192,246,22,20,142918.0,114112.89234788506,223608.0,62228.0,58923860.0,69201.71224760267,58972793.0,58874927.0,0,0,BENIGN
1826,175390,192.168.50.6-4.2.2.4-58704-53-17,192.168.50.6,58704,4.2.2.4,53,17,2018-11-03 09:38:31.117606,20645,2,2,88.0,144.0,44.0,44.0,44.0,0.0,72.0,72.0,72.0,0.0,11237.58779365464,193.75151368370067,6881.666666666666,11914.200154997117,20639.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,96.87575684185032,96.87575684185032,44.0,72.0,55.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,69.0,44.0,72.0,64,0,0,0,0,0,0,2,88,2,144,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1827,42399,192.168.50.6-8.8.8.8-58704-53-17,192.168.50.6,58704,8.8.8.8,53,17,2018-11-03 09:38:31.133804,47429,2,2,88.0,144.0,44.0,44.0,44.0,0.0,72.0,72.0,72.0,0.0,4891.522064559657,84.3365873199941,15809.666666666668,27378.815794941413,47424.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,42.16829365999705,42.16829365999705,44.0,72.0,55.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,69.0,44.0,72.0,40,0,0,0,0,0,0,2,88,2,144,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1828,794,172.217.10.78-192.168.50.6-443-54989-6,192.168.50.6,54989,172.217.10.78,443,6,2018-11-03 09:38:31.136615,118176529,24,24,1894.0,6764.0,517.0,0.0,78.91666666666666,143.97732812666288,1430.0,0.0,281.8333333333333,529.8302982347614,73.26327886986762,0.4061720242265704,2514394.234042553,12018345.231529098,58972856.0,1.0,118176529.0,5138109.956521738,16980920.556601144,58972856.0,1.0,118114484.0,5135412.347826086,16985269.77095185,59034960.0,1.0,0,0,0,0,504,504,0.2030860121132852,0.2030860121132852,0.0,1430.0,176.6938775510204,394.21109003096467,155402.38350340142,0,0,0,0,1,0,0,0,1.0,180.375,78.91666666666667,281.8333333333333,504,0,0,0,0,0,0,24,1894,24,6764,8192,246,22,20,144604.5,116792.11994180086,227189.0,62020.0,58912595.0,85221.92348216508,58972856.0,58852334.0,0,0,BENIGN
1829,721,172.217.10.34-192.168.50.6-443-54990-6,192.168.50.6,54990,172.217.10.34,443,6,2018-11-03 09:38:31.138420,144190,16,14,1681.0,5844.0,517.0,0.0,105.0625,173.54172168866677,1430.0,0.0,417.4285714285714,569.898197965177,52188.085165406745,208.0588112906581,4972.068965517242,12666.594877108379,41072.0,1.0,144190.0,9612.666666666668,19198.664643543263,56570.0,1.0,102465.0,7881.923076923079,16125.180890259488,43835.0,1.0,0,0,0,0,344,304,110.96469935501769,97.09411193564048,0.0,1430.0,242.74193548387103,426.74629213323266,182112.39784946237,0,0,0,0,1,0,0,0,0.0,250.83333333333331,105.0625,417.4285714285714,344,0,0,0,0,0,0,16,1681,14,5844,8192,246,14,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1830,105320,192.168.50.6-4.2.2.4-50773-53-17,192.168.50.6,50773,4.2.2.4,53,17,2018-11-03 09:38:31.155734,20707,2,2,62.0,254.0,31.0,31.0,31.0,0.0,127.0,127.0,127.0,0.0,15260.53991403873,193.171391316946,6902.333333333334,11949.995871686873,20701.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,96.585695658473,96.585695658473,31.0,127.0,69.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1831,28051,192.168.50.6-4.2.2.4-55763-53-17,192.168.50.6,55763,4.2.2.4,53,17,2018-11-03 09:38:31.155831,20849,2,2,72.0,146.0,36.0,36.0,36.0,0.0,73.0,73.0,73.0,0.0,10456.13698498729,191.85572449517963,6949.666666666666,12031.9796099118,20843.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,95.9278622475898,95.9278622475898,36.0,73.0,50.8,20.265734627691145,410.7,0,0,0,0,0,0,0,0,1.0,63.5,36.0,73.0,40,0,0,0,0,0,0,2,72,2,146,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1832,737,192.168.50.6-23.194.110.93-54991-443-6,192.168.50.6,54991,23.194.110.93,443,6,2018-11-03 09:38:31.177030,5113859,10,8,1271.0,328.0,560.0,0.0,127.1,228.98978628362926,152.0,0.0,41.0,68.5607134485299,312.67971995317043,3.519846753694226,300815.23529411765,1212699.6584262182,5006373.0,1.0,5113859.0,568206.5555555555,1687662.1277073731,5068568.0,2.0,85875.0,12267.857142857141,23732.05206346171,62488.0,1.0,0,0,0,0,224,184,1.9554704187190144,1.5643763349752116,0.0,560.0,84.15789473684211,174.04573573821042,30291.918128654976,0,0,0,0,1,0,0,0,0.0,88.83333333333331,127.1,41.0,224,0,0,0,0,0,0,10,1271,8,328,8192,237,8,20,107483.0,0.0,107483.0,107483.0,5006373.0,0.0,5006373.0,5006373.0,0,0,BENIGN
1833,771,172.217.10.70-192.168.50.6-443-54992-6,192.168.50.6,54992,172.217.10.70,443,6,2018-11-03 09:38:31.177180,79086622,54,74,8080.0,32288.0,1763.0,0.0,149.62962962962962,369.9714571497652,1430.0,0.0,436.3243243243245,614.3626635904243,510.42766752637385,1.6184785335755014,622729.3070866141,5322628.126177558,58103860.0,1.0,79086622.0,1492200.4150943398,8212727.68883702,58144878.0,1.0,79024630.0,1082529.1780821916,7011645.928898023,58144934.0,1.0,0,0,0,0,1104,1504,0.6827956313521647,0.9356829022233368,0.0,1763.0,312.93023255813955,541.0672928638144,292753.8154069766,0,0,0,0,1,0,0,0,1.0,315.375,149.62962962962962,436.3243243243243,1104,0,0,0,0,0,0,54,8080,74,32288,8192,289,52,20,3051068.5,2876164.610650875,5084824.0,1017313.0,36461144.0,30607422.49378918,58103860.0,14818428.0,0,0,BENIGN
1834,53287,192.168.50.6-4.2.2.4-56251-53-17,192.168.50.6,56251,4.2.2.4,53,17,2018-11-03 09:38:31.177185,20619,2,2,82.0,114.0,41.0,41.0,41.0,0.0,57.0,57.0,57.0,0.0,9505.795625394056,193.9958290896746,6873.0,11900.921140819311,20615.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,96.9979145448373,96.9979145448373,41.0,57.0,47.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1835,188421,192.168.50.6-4.2.2.4-51543-53-17,192.168.50.6,51543,4.2.2.4,53,17,2018-11-03 09:38:31.177253,20947,2,2,80.0,112.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,9165.990356614311,190.95813242946483,6982.333333333334,12086.827926852164,20939.0,3.0,5.0,5.0,0.0,5.0,5.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,95.4790662147324,95.4790662147324,40.0,56.0,46.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1836,724,172.217.10.70-192.168.50.6-443-54993-6,192.168.50.6,54993,172.217.10.70,443,6,2018-11-03 09:38:31.177256,146762,14,14,1669.0,6582.0,517.0,0.0,119.21428571428572,181.72683581998245,1430.0,0.0,470.1428571428572,636.4803286757642,56220.275003066185,190.78508060669654,5435.629629629629,13332.002423746426,41881.0,1.0,146762.0,11289.384615384617,20647.42366712476,57397.0,2.0,105045.0,8080.384615384615,16243.855692427533,43791.0,1.0,0,0,0,0,304,304,95.39254030334827,95.39254030334827,0.0,1430.0,284.5172413793104,487.0322386432263,237200.4014778325,0,0,0,0,1,0,0,0,1.0,294.67857142857144,119.21428571428572,470.1428571428572,304,0,0,0,0,0,0,14,1669,14,6582,8192,242,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1837,183320,192.168.50.6-8.8.8.8-56251-53-17,192.168.50.6,56251,8.8.8.8,53,17,2018-11-03 09:38:31.196304,56129,2,2,82.0,114.0,41.0,41.0,41.0,0.0,57.0,57.0,57.0,0.0,3491.956029859788,71.26440877264872,18709.666666666664,32401.7631361834,56124.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,35.63220438632436,35.63220438632436,41.0,57.0,47.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1838,40617,192.168.50.6-8.8.8.8-51543-53-17,192.168.50.6,51543,8.8.8.8,53,17,2018-11-03 09:38:31.196305,46400,2,2,80.0,112.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,4137.931034482759,86.20689655172414,15466.666666666668,26784.722368046547,46395.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,43.10344827586207,43.10344827586207,40.0,56.0,46.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1839,163387,192.168.50.6-4.2.2.4-49438-53-17,192.168.50.6,49438,4.2.2.4,53,17,2018-11-03 09:38:31.198757,20625,2,2,80.0,200.0,40.0,40.0,40.0,0.0,100.0,100.0,100.0,0.0,13575.757575757576,193.93939393939397,6875.0,11902.653149613325,20619.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,40,96.96969696969695,96.96969696969695,40.0,100.0,64.0,32.863353450309965,1080.0,0,0,0,0,0,0,0,0,1.0,80.0,40.0,100.0,64,0,0,0,0,0,0,2,80,2,200,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1840,722,172.217.10.34-192.168.50.6-443-54990-6,192.168.50.6,54990,172.217.10.34,443,6,2018-11-03 09:38:31.282611,1,2,0,37.0,0.0,31.0,6.0,18.5,17.677669529663692,0.0,0.0,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2000000.0,0.0,6.0,31.0,22.666666666666664,14.433756729740644,208.33333333333331,0,0,1,0,0,1,0,0,0.0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,257,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1841,723,172.217.10.34-192.168.50.6-443-54990-6,172.217.10.34,443,192.168.50.6,54990,6,2018-11-03 09:38:31.323697,3,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4000000.0,666666.6666666665,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,666666.6666666665,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,0.0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,246,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
1842,150696,172.217.10.34-192.168.50.6-443-54990-6,192.168.50.6,54990,172.217.10.34,443,6,2018-11-03 09:38:31.323826,2,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6000000.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,257,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1843,725,172.217.10.70-192.168.50.6-443-54993-6,192.168.50.6,54993,172.217.10.70,443,6,2018-11-03 09:38:31.324019,1,2,0,37.0,0.0,31.0,6.0,18.5,17.677669529663692,0.0,0.0,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2000000.0,0.0,6.0,31.0,22.666666666666664,14.433756729740644,208.33333333333331,0,0,1,0,0,1,0,0,0.0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,257,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1844,726,172.217.10.70-192.168.50.6-443-54993-6,192.168.50.6,54993,172.217.10.70,443,6,2018-11-03 09:38:31.324093,41775,2,3,12.0,82.0,6.0,6.0,6.0,0.0,38.0,6.0,27.333333333333336,18.475208614068023,2250.1496110113703,119.68880909634949,10443.75,20709.2101149062,41507.0,1.0,1.0,1.0,0.0,1.0,1.0,41508.0,20754.0,29349.17405992884,41507.0,1.0,0,0,0,0,40,60,47.8755236385398,71.81328545780971,6.0,38.0,16.666666666666668,16.52472894381831,273.06666666666666,0,1,0,0,0,1,0,0,1.0,20.0,6.0,27.33333333333333,40,0,0,0,0,0,0,2,12,3,82,0,246,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1845,96520,192.168.50.6-4.2.2.4-56776-53-17,192.168.50.6,56776,4.2.2.4,53,17,2018-11-03 09:38:31.384230,20657,2,2,58.0,166.0,29.0,29.0,29.0,0.0,83.0,83.0,83.0,0.0,10843.781768891902,193.638960158784,6885.666666666666,11922.860409034962,20653.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,96.81948007939198,96.81948007939198,29.0,83.0,50.6,29.57701810527897,874.8,0,0,0,0,0,0,0,0,1.0,63.25,29.0,83.0,40,0,0,0,0,0,0,2,58,2,166,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1846,91005,192.168.50.6-4.2.2.4-56085-53-17,192.168.50.6,56085,4.2.2.4,53,17,2018-11-03 09:38:31.404114,20597,2,2,62.0,254.0,31.0,31.0,31.0,0.0,127.0,127.0,127.0,0.0,15342.040102927609,194.2030392775647,6865.666666666666,11889.085428801214,20594.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,97.10151963878236,97.10151963878236,31.0,127.0,69.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1847,60876,192.168.50.6-4.2.2.4-64969-53-17,192.168.50.6,64969,4.2.2.4,53,17,2018-11-03 09:38:31.405608,20818,2,2,84.0,116.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,9607.070804111827,192.14141608223653,6939.333333333334,12017.54585318206,20816.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,96.07070804111828,96.07070804111828,42.0,58.0,48.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,60.5,42.0,58.0,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1848,767,172.217.9.230-192.168.50.6-443-54975-6,192.168.50.6,54975,172.217.9.230,443,6,2018-11-03 09:38:31.408747,117904398,142,239,5034.0,306600.0,914.0,6.0,35.45070422535213,118.36603748241207,2860.0,6.0,1282.845188284519,441.3914080408637,2643.107511562037,3.231431621405674,310274.7315789473,4255664.16474631,58972852.0,1.0,117904398.0,836201.4042553194,6970315.554269782,58972852.0,1.0,117827060.0,495071.6806722689,5378733.902239546,59034780.0,1.0,1,0,0,0,2840,4780,1.2043655911800677,2.027066030225607,6.0,2860.0,818.1884816753927,700.4969672502676,490696.00112682255,0,0,1,0,0,1,0,0,1.0,820.3359580052494,35.45070422535211,1282.8451882845188,2840,0,0,0,0,0,0,142,5034,239,306600,255,319,141,20,182695.5,170464.35306098458,303232.0,62159.0,58738436.5,331513.57933047024,58972852.0,58504021.0,0,0,BENIGN
1849,129409,192.168.50.6-4.2.2.4-57205-53-17,192.168.50.6,57205,4.2.2.4,53,17,2018-11-03 09:38:31.410772,21026,2,2,92.0,170.0,46.0,46.0,46.0,0.0,85.0,85.0,85.0,0.0,12460.762865024255,190.24065442785127,7008.666666666666,12137.6347091735,21024.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.12032721392565,95.12032721392565,46.0,85.0,61.6,21.36117974270148,456.3,0,0,0,0,0,0,0,0,1.0,77.0,46.0,85.0,40,0,0,0,0,0,0,2,92,2,170,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1850,148029,192.168.50.6-8.8.8.8-57205-53-17,192.168.50.6,57205,8.8.8.8,53,17,2018-11-03 09:38:31.430694,48265,2,2,92.0,170.0,46.0,46.0,46.0,0.0,85.0,85.0,85.0,0.0,5428.364239096652,82.87578990987258,16088.333333333332,27862.34664082215,48261.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,41.43789495493629,41.43789495493629,46.0,85.0,61.6,21.36117974270148,456.3,0,0,0,0,0,0,0,0,1.0,77.0,46.0,85.0,40,0,0,0,0,0,0,2,92,2,170,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1851,135723,192.168.50.6-4.2.2.4-56385-53-17,192.168.50.6,56385,4.2.2.4,53,17,2018-11-03 09:38:31.432476,20895,2,2,84.0,204.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,13783.201722900214,191.43335726250302,6965.0,12061.135808869743,20892.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,95.71667863125151,95.71667863125151,42.0,102.0,66.0,32.863353450309965,1080.0,0,0,0,0,0,0,0,0,1.0,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
1852,93220,192.168.50.6-4.2.2.4-50055-53-17,192.168.50.6,50055,4.2.2.4,53,17,2018-11-03 09:38:31.451338,21284,2,2,64.0,256.0,32.0,32.0,32.0,0.0,128.0,128.0,128.0,0.0,15034.767900770532,187.93459875963163,7094.666666666666,12285.725063395052,21281.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,93.96729937981584,93.96729937981584,32.0,128.0,70.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,88.0,32.0,128.0,40,0,0,0,0,0,0,2,64,2,256,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
